docid,url,wiki_topic1,wiki_topic2,wiki_topic3,wiki_topic4,other,title,year
130597,http://tarski.cs-i.brandeis.edu:8181/data/all/130597.pdf,,,,,,,
28683,http://tarski.cs-i.brandeis.edu:8181/data/all/28683.pdf,,,,,,,
4937,http://tarski.cs-i.brandeis.edu:8181/data/all/4937.pdf,,,,,,,
297423,http://tarski.cs-i.brandeis.edu:8181/data/all/297423.pdf,,,,,,,
37531,http://tarski.cs-i.brandeis.edu:8181/data/all/37531.pdf,,,,,,,
290,http://tarski.cs-i.brandeis.edu:8181/data/all/290.pdf,,,,,,,
90,http://tarski.cs-i.brandeis.edu:8181/data/all/90.pdf,,,,,,,
8817,http://tarski.cs-i.brandeis.edu:8181/data/all/8817.pdf,,,,,,,
262,http://tarski.cs-i.brandeis.edu:8181/data/all/262.pdf,,,,,,,
2962,http://tarski.cs-i.brandeis.edu:8181/data/all/2962.pdf,,,,,,,
2665,http://tarski.cs-i.brandeis.edu:8181/data/all/2665.pdf,,,,,,,
26733,http://tarski.cs-i.brandeis.edu:8181/data/all/26733.pdf,,,,,,,
320921,http://tarski.cs-i.brandeis.edu:8181/data/all/320921.pdf,,,,,,,
4147,http://tarski.cs-i.brandeis.edu:8181/data/all/4147.pdf,,,,,,,
145035,http://tarski.cs-i.brandeis.edu:8181/data/all/145035.pdf,,,,,,,
20205,http://tarski.cs-i.brandeis.edu:8181/data/all/20205.pdf,,,,,,,
316227,http://tarski.cs-i.brandeis.edu:8181/data/all/316227.pdf,,,,,,,
171,http://tarski.cs-i.brandeis.edu:8181/data/all/171.pdf,,,,,,,
6282,http://tarski.cs-i.brandeis.edu:8181/data/all/6282.pdf,,,,,,,
264521,http://tarski.cs-i.brandeis.edu:8181/data/all/264521.pdf,,,,,,,
3540,http://tarski.cs-i.brandeis.edu:8181/data/all/3540.pdf,,,,,,,
40354,http://tarski.cs-i.brandeis.edu:8181/data/all/40354.pdf,,,,,,,
264,http://tarski.cs-i.brandeis.edu:8181/data/all/264.pdf,,,,,,,
6307,http://tarski.cs-i.brandeis.edu:8181/data/all/6307.pdf,,,,,,,
1124,http://tarski.cs-i.brandeis.edu:8181/data/all/1124.pdf,,,,,,,
4711,http://tarski.cs-i.brandeis.edu:8181/data/all/4711.pdf,,,,,,,
22335,http://tarski.cs-i.brandeis.edu:8181/data/all/22335.pdf,,,,,,,
2313,http://tarski.cs-i.brandeis.edu:8181/data/all/2313.pdf,,,,,,,
1300,http://tarski.cs-i.brandeis.edu:8181/data/all/1300.pdf,,,,,,,
262680,http://tarski.cs-i.brandeis.edu:8181/data/all/262680.pdf,,,,,,,
295294,http://tarski.cs-i.brandeis.edu:8181/data/all/295294.pdf,,,,,,,
3609,http://tarski.cs-i.brandeis.edu:8181/data/all/3609.pdf,,,,,,,
32740,http://tarski.cs-i.brandeis.edu:8181/data/all/32740.pdf,,,,,,,
4699,http://tarski.cs-i.brandeis.edu:8181/data/all/4699.pdf,,,,,,,
160,http://tarski.cs-i.brandeis.edu:8181/data/all/160.pdf,,,,,,,
318138,http://tarski.cs-i.brandeis.edu:8181/data/all/318138.pdf,,,,,,,
23742,http://tarski.cs-i.brandeis.edu:8181/data/all/23742.pdf,,,,,,,
31503,http://tarski.cs-i.brandeis.edu:8181/data/all/31503.pdf,,,,,,,
8263,http://tarski.cs-i.brandeis.edu:8181/data/all/8263.pdf,,,,,,,
323390,http://tarski.cs-i.brandeis.edu:8181/data/all/323390.pdf,,,,,,,
32445,http://tarski.cs-i.brandeis.edu:8181/data/all/32445.pdf,,,,,,,
131619,http://tarski.cs-i.brandeis.edu:8181/data/all/131619.pdf,,,,,,,
32459,http://tarski.cs-i.brandeis.edu:8181/data/all/32459.pdf,,,,,,,
21,http://tarski.cs-i.brandeis.edu:8181/data/all/21.pdf,,,,,,,
28087,http://tarski.cs-i.brandeis.edu:8181/data/all/28087.pdf,,,,,,,
256900,http://tarski.cs-i.brandeis.edu:8181/data/all/256900.pdf,,,,,,,
261887,http://tarski.cs-i.brandeis.edu:8181/data/all/261887.pdf,,,,,,,
34142,http://tarski.cs-i.brandeis.edu:8181/data/all/34142.pdf,,,,,,,
314531,http://tarski.cs-i.brandeis.edu:8181/data/all/314531.pdf,,,,,,,
299703,http://tarski.cs-i.brandeis.edu:8181/data/all/299703.pdf,,,,,,,
1358,http://tarski.cs-i.brandeis.edu:8181/data/all/1358.pdf,,,,,,,
22492,http://tarski.cs-i.brandeis.edu:8181/data/all/22492.pdf,,,,,,,
134794,http://tarski.cs-i.brandeis.edu:8181/data/all/134794.pdf,,,,,,,
2302,http://tarski.cs-i.brandeis.edu:8181/data/all/2302.pdf,,,,,,,
256548,http://tarski.cs-i.brandeis.edu:8181/data/all/256548.pdf,,,,,,,
38110,http://tarski.cs-i.brandeis.edu:8181/data/all/38110.pdf,,,,,,,
5767,http://tarski.cs-i.brandeis.edu:8181/data/all/5767.pdf,,,,,,,
133913,http://tarski.cs-i.brandeis.edu:8181/data/all/133913.pdf,,,,,,,
21786,http://tarski.cs-i.brandeis.edu:8181/data/all/21786.pdf,,,,,,,
2734,http://tarski.cs-i.brandeis.edu:8181/data/all/2734.pdf,,,,,,,
43,http://tarski.cs-i.brandeis.edu:8181/data/all/43.pdf,,,,,,,
4059,http://tarski.cs-i.brandeis.edu:8181/data/all/4059.pdf,,,,,,,
321691,http://tarski.cs-i.brandeis.edu:8181/data/all/321691.pdf,,,,,,,
4422,http://tarski.cs-i.brandeis.edu:8181/data/all/4422.pdf,,,,,,,
1162,http://tarski.cs-i.brandeis.edu:8181/data/all/1162.pdf,,,,,,,
5514,http://tarski.cs-i.brandeis.edu:8181/data/all/5514.pdf,,,,,,,
265987,http://tarski.cs-i.brandeis.edu:8181/data/all/265987.pdf,,,,,,,
20583,http://tarski.cs-i.brandeis.edu:8181/data/all/20583.pdf,,,,,,,
18288,http://tarski.cs-i.brandeis.edu:8181/data/all/18288.pdf,,,,,,,
129196,http://tarski.cs-i.brandeis.edu:8181/data/all/129196.pdf,,,,,,,
1847,http://tarski.cs-i.brandeis.edu:8181/data/all/1847.pdf,,,,,,,
319811,http://tarski.cs-i.brandeis.edu:8181/data/all/319811.pdf,,,,,,,
11315,http://tarski.cs-i.brandeis.edu:8181/data/all/11315.pdf,,,,,,,
21117,http://tarski.cs-i.brandeis.edu:8181/data/all/21117.pdf,,,,,,,
26909,http://tarski.cs-i.brandeis.edu:8181/data/all/26909.pdf,,,,,,,
321007,http://tarski.cs-i.brandeis.edu:8181/data/all/321007.pdf,,,,,,,
4889,http://tarski.cs-i.brandeis.edu:8181/data/all/4889.pdf,,,,,,,
30383,http://tarski.cs-i.brandeis.edu:8181/data/all/30383.pdf,,,,,,,
1302,http://tarski.cs-i.brandeis.edu:8181/data/all/1302.pdf,,,,,,,
261419,http://tarski.cs-i.brandeis.edu:8181/data/all/261419.pdf,,,,,,,
209,http://tarski.cs-i.brandeis.edu:8181/data/all/209.pdf,,,,,,,
283317,http://tarski.cs-i.brandeis.edu:8181/data/all/283317.pdf,,,,,,,
262417,http://tarski.cs-i.brandeis.edu:8181/data/all/262417.pdf,,,,,,,
28542,http://tarski.cs-i.brandeis.edu:8181/data/all/28542.pdf,,,,,,,
26721,http://tarski.cs-i.brandeis.edu:8181/data/all/26721.pdf,,,,,,,
7482,http://tarski.cs-i.brandeis.edu:8181/data/all/7482.pdf,,,,,,,
162691,http://tarski.cs-i.brandeis.edu:8181/data/all/162691.pdf,,,,,,,
29006,http://tarski.cs-i.brandeis.edu:8181/data/all/29006.pdf,,,,,,,
258503,http://tarski.cs-i.brandeis.edu:8181/data/all/258503.pdf,,,,,,,
31558,http://tarski.cs-i.brandeis.edu:8181/data/all/31558.pdf,,,,,,,
19897,http://tarski.cs-i.brandeis.edu:8181/data/all/19897.pdf,,,,,,,
2447,http://tarski.cs-i.brandeis.edu:8181/data/all/2447.pdf,,,,,,,
2367,http://tarski.cs-i.brandeis.edu:8181/data/all/2367.pdf,,,,,,,
2834,http://tarski.cs-i.brandeis.edu:8181/data/all/2834.pdf,,,,,,,
312,http://tarski.cs-i.brandeis.edu:8181/data/all/312.pdf,,,,,,,
201,http://tarski.cs-i.brandeis.edu:8181/data/all/201.pdf,,,,,,,
27138,http://tarski.cs-i.brandeis.edu:8181/data/all/27138.pdf,,,,,,,
256428,http://tarski.cs-i.brandeis.edu:8181/data/all/256428.pdf,,,,,,,
9940,http://tarski.cs-i.brandeis.edu:8181/data/all/9940.pdf,,,,,,,
19602,http://tarski.cs-i.brandeis.edu:8181/data/all/19602.pdf,,,,,,,
2633,http://tarski.cs-i.brandeis.edu:8181/data/all/2633.pdf,,,,,,,
19506,http://tarski.cs-i.brandeis.edu:8181/data/all/19506.pdf,,,,,,,
257084,http://tarski.cs-i.brandeis.edu:8181/data/all/257084.pdf,,,,,,,
6364,http://tarski.cs-i.brandeis.edu:8181/data/all/6364.pdf,,,,,,,
304,http://tarski.cs-i.brandeis.edu:8181/data/all/304.pdf,,,,,,,
13317,http://tarski.cs-i.brandeis.edu:8181/data/all/13317.pdf,,,,,,,
329333,http://tarski.cs-i.brandeis.edu:8181/data/all/329333.pdf,,,,,,,
131166,http://tarski.cs-i.brandeis.edu:8181/data/all/131166.pdf,,,,,,,
300435,http://tarski.cs-i.brandeis.edu:8181/data/all/300435.pdf,,,,,,,
261535,http://tarski.cs-i.brandeis.edu:8181/data/all/261535.pdf,,,,,,,
329816,http://tarski.cs-i.brandeis.edu:8181/data/all/329816.pdf,,,,,,,
27398,http://tarski.cs-i.brandeis.edu:8181/data/all/27398.pdf,,,,,,,
24587,http://tarski.cs-i.brandeis.edu:8181/data/all/24587.pdf,,,,,,,
260694,http://tarski.cs-i.brandeis.edu:8181/data/all/260694.pdf,,,,,,,
139,http://tarski.cs-i.brandeis.edu:8181/data/all/139.pdf,,,,,,,
9467,http://tarski.cs-i.brandeis.edu:8181/data/all/9467.pdf,,,,,,,
3228,http://tarski.cs-i.brandeis.edu:8181/data/all/3228.pdf,,,,,,,
6120,http://tarski.cs-i.brandeis.edu:8181/data/all/6120.pdf,,,,,,,
102,http://tarski.cs-i.brandeis.edu:8181/data/all/102.pdf,,,,,,,
5460,http://tarski.cs-i.brandeis.edu:8181/data/all/5460.pdf,,,,,,,
144462,http://tarski.cs-i.brandeis.edu:8181/data/all/144462.pdf,,,,,,,
814,http://tarski.cs-i.brandeis.edu:8181/data/all/814.pdf,,,,,,,
262570,http://tarski.cs-i.brandeis.edu:8181/data/all/262570.pdf,,,,,,,
12402,http://tarski.cs-i.brandeis.edu:8181/data/all/12402.pdf,,,,,,,
4112,http://tarski.cs-i.brandeis.edu:8181/data/all/4112.pdf,,,,,,,
162782,http://tarski.cs-i.brandeis.edu:8181/data/all/162782.pdf,,,,,,,
1911,http://tarski.cs-i.brandeis.edu:8181/data/all/1911.pdf,,,,,,,
1078,http://tarski.cs-i.brandeis.edu:8181/data/all/1078.pdf,,,,,,,
20357,http://tarski.cs-i.brandeis.edu:8181/data/all/20357.pdf,,,,,,,
330297,http://tarski.cs-i.brandeis.edu:8181/data/all/330297.pdf,,,,,,,
3630,http://tarski.cs-i.brandeis.edu:8181/data/all/3630.pdf,,,,,,,
29722,http://tarski.cs-i.brandeis.edu:8181/data/all/29722.pdf,,,,,,,
11593,http://tarski.cs-i.brandeis.edu:8181/data/all/11593.pdf,,,,,,,
307106,http://tarski.cs-i.brandeis.edu:8181/data/all/307106.pdf,,,,,,,
2109,http://tarski.cs-i.brandeis.edu:8181/data/all/2109.pdf,,,,,,,
10387,http://tarski.cs-i.brandeis.edu:8181/data/all/10387.pdf,,,,,,,
10745,http://tarski.cs-i.brandeis.edu:8181/data/all/10745.pdf,,,,,,,
4570,http://tarski.cs-i.brandeis.edu:8181/data/all/4570.pdf,,,,,,,
322764,http://tarski.cs-i.brandeis.edu:8181/data/all/322764.pdf,,,,,,,
2656,http://tarski.cs-i.brandeis.edu:8181/data/all/2656.pdf,,,,,,,
8403,http://tarski.cs-i.brandeis.edu:8181/data/all/8403.pdf,,,,,,,
4866,http://tarski.cs-i.brandeis.edu:8181/data/all/4866.pdf,,,,,,,
255908,http://tarski.cs-i.brandeis.edu:8181/data/all/255908.pdf,,,,,,,
32,http://tarski.cs-i.brandeis.edu:8181/data/all/32.pdf,,,,,,,
3888,http://tarski.cs-i.brandeis.edu:8181/data/all/3888.pdf,,,,,,,
36,http://tarski.cs-i.brandeis.edu:8181/data/all/36.pdf,,,,,,,
32610,http://tarski.cs-i.brandeis.edu:8181/data/all/32610.pdf,,,,,,,
24070,http://tarski.cs-i.brandeis.edu:8181/data/all/24070.pdf,,,,,,,
4308,http://tarski.cs-i.brandeis.edu:8181/data/all/4308.pdf,,,,,,,
16983,http://tarski.cs-i.brandeis.edu:8181/data/all/16983.pdf,,,,,,,
2597,http://tarski.cs-i.brandeis.edu:8181/data/all/2597.pdf,,,,,,,
4804,http://tarski.cs-i.brandeis.edu:8181/data/all/4804.pdf,,,,,,,
27916,http://tarski.cs-i.brandeis.edu:8181/data/all/27916.pdf,,,,,,,
296816,http://tarski.cs-i.brandeis.edu:8181/data/all/296816.pdf,,,,,,,
255546,http://tarski.cs-i.brandeis.edu:8181/data/all/255546.pdf,,,,,,,
10623,http://tarski.cs-i.brandeis.edu:8181/data/all/10623.pdf,,,,,,,
22652,http://tarski.cs-i.brandeis.edu:8181/data/all/22652.pdf,,,,,,,
7817,http://tarski.cs-i.brandeis.edu:8181/data/all/7817.pdf,,,,,,,
37786,http://tarski.cs-i.brandeis.edu:8181/data/all/37786.pdf,,,,,,,
17187,http://tarski.cs-i.brandeis.edu:8181/data/all/17187.pdf,,,,,,,
300032,http://tarski.cs-i.brandeis.edu:8181/data/all/300032.pdf,,,,,,,
312507,http://tarski.cs-i.brandeis.edu:8181/data/all/312507.pdf,,,,,,,
11519,http://tarski.cs-i.brandeis.edu:8181/data/all/11519.pdf,,,,,,,
30481,http://tarski.cs-i.brandeis.edu:8181/data/all/30481.pdf,,,,,,,
605,http://tarski.cs-i.brandeis.edu:8181/data/all/605.pdf,,,,,,,
4854,http://tarski.cs-i.brandeis.edu:8181/data/all/4854.pdf,,,,,,,
5731,http://tarski.cs-i.brandeis.edu:8181/data/all/5731.pdf,,,,,,,
25065,http://tarski.cs-i.brandeis.edu:8181/data/all/25065.pdf,,,,,,,
222,http://tarski.cs-i.brandeis.edu:8181/data/all/222.pdf,,,,,,,
257395,http://tarski.cs-i.brandeis.edu:8181/data/all/257395.pdf,,,,,,,
33567,http://tarski.cs-i.brandeis.edu:8181/data/all/33567.pdf,,,,,,,
35858,http://tarski.cs-i.brandeis.edu:8181/data/all/35858.pdf,,,,,,,
18370,http://tarski.cs-i.brandeis.edu:8181/data/all/18370.pdf,,,,,,,
28050,http://tarski.cs-i.brandeis.edu:8181/data/all/28050.pdf,,,,,,,
12019,http://tarski.cs-i.brandeis.edu:8181/data/all/12019.pdf,,,,,,,
198,http://tarski.cs-i.brandeis.edu:8181/data/all/198.pdf,,,,,,,
20693,http://tarski.cs-i.brandeis.edu:8181/data/all/20693.pdf,,,,,,,
6312,http://tarski.cs-i.brandeis.edu:8181/data/all/6312.pdf,,,,,,,
161622,http://tarski.cs-i.brandeis.edu:8181/data/all/161622.pdf,,,,,,,
28616,http://tarski.cs-i.brandeis.edu:8181/data/all/28616.pdf,,,,,,,
256366,http://tarski.cs-i.brandeis.edu:8181/data/all/256366.pdf,,,,,,,
309,http://tarski.cs-i.brandeis.edu:8181/data/all/309.pdf,,,,,,,
256272,http://tarski.cs-i.brandeis.edu:8181/data/all/256272.pdf,,,,,,,
33674,http://tarski.cs-i.brandeis.edu:8181/data/all/33674.pdf,,,,,,,
264221,http://tarski.cs-i.brandeis.edu:8181/data/all/264221.pdf,,,,,,,
316223,http://tarski.cs-i.brandeis.edu:8181/data/all/316223.pdf,,,,,,,
20273,http://tarski.cs-i.brandeis.edu:8181/data/all/20273.pdf,,,,,,,
4333,http://tarski.cs-i.brandeis.edu:8181/data/all/4333.pdf,,,,,,,
299321,http://tarski.cs-i.brandeis.edu:8181/data/all/299321.pdf,,,,,,,
7206,http://tarski.cs-i.brandeis.edu:8181/data/all/7206.pdf,,,,,,,
257490,http://tarski.cs-i.brandeis.edu:8181/data/all/257490.pdf,,,,,,,
20031,http://tarski.cs-i.brandeis.edu:8181/data/all/20031.pdf,,,,,,,
10990,http://tarski.cs-i.brandeis.edu:8181/data/all/10990.pdf,,,,,,,
30385,http://tarski.cs-i.brandeis.edu:8181/data/all/30385.pdf,,,,,,,
11531,http://tarski.cs-i.brandeis.edu:8181/data/all/11531.pdf,,,,,,,
19232,http://tarski.cs-i.brandeis.edu:8181/data/all/19232.pdf,,,,,,,
17816,http://tarski.cs-i.brandeis.edu:8181/data/all/17816.pdf,,,,,,,
298491,http://tarski.cs-i.brandeis.edu:8181/data/all/298491.pdf,,,,,,,
11899,http://tarski.cs-i.brandeis.edu:8181/data/all/11899.pdf,,,,,,,
280,http://tarski.cs-i.brandeis.edu:8181/data/all/280.pdf,,,,,,,
47,http://tarski.cs-i.brandeis.edu:8181/data/all/47.pdf,,,,,,,
331364,http://tarski.cs-i.brandeis.edu:8181/data/all/331364.pdf,,,,,,,
30172,http://tarski.cs-i.brandeis.edu:8181/data/all/30172.pdf,,,,,,,
42505,http://tarski.cs-i.brandeis.edu:8181/data/all/42505.pdf,,,,,,,
162076,http://tarski.cs-i.brandeis.edu:8181/data/all/162076.pdf,,,,,,,
10627,http://tarski.cs-i.brandeis.edu:8181/data/all/10627.pdf,,,,,,,
41580,http://tarski.cs-i.brandeis.edu:8181/data/all/41580.pdf,,,,,,,
40752,http://tarski.cs-i.brandeis.edu:8181/data/all/40752.pdf,,,,,,,
143057,http://tarski.cs-i.brandeis.edu:8181/data/all/143057.pdf,,,,,,,
126024,http://tarski.cs-i.brandeis.edu:8181/data/all/126024.pdf,,,,,,,
3656,http://tarski.cs-i.brandeis.edu:8181/data/all/3656.pdf,,,,,,,
145495,http://tarski.cs-i.brandeis.edu:8181/data/all/145495.pdf,,,,,,,
19280,http://tarski.cs-i.brandeis.edu:8181/data/all/19280.pdf,,,,,,,
38,http://tarski.cs-i.brandeis.edu:8181/data/all/38.pdf,,,,,,,
42298,http://tarski.cs-i.brandeis.edu:8181/data/all/42298.pdf,,,,,,,
26223,http://tarski.cs-i.brandeis.edu:8181/data/all/26223.pdf,,,,,,,
19777,http://tarski.cs-i.brandeis.edu:8181/data/all/19777.pdf,,,,,,,
330622,http://tarski.cs-i.brandeis.edu:8181/data/all/330622.pdf,,,,,,,
22179,http://tarski.cs-i.brandeis.edu:8181/data/all/22179.pdf,,,,,,,
296470,http://tarski.cs-i.brandeis.edu:8181/data/all/296470.pdf,,,,,,,
5320,http://tarski.cs-i.brandeis.edu:8181/data/all/5320.pdf,,,,,,,
161296,http://tarski.cs-i.brandeis.edu:8181/data/all/161296.pdf,,,,,,,
104,http://tarski.cs-i.brandeis.edu:8181/data/all/104.pdf,,,,,,,
330551,http://tarski.cs-i.brandeis.edu:8181/data/all/330551.pdf,,,,,,,
39946,http://tarski.cs-i.brandeis.edu:8181/data/all/39946.pdf,,,,,,,
162149,http://tarski.cs-i.brandeis.edu:8181/data/all/162149.pdf,,,,,,,
26775,http://tarski.cs-i.brandeis.edu:8181/data/all/26775.pdf,,,,,,,
128904,http://tarski.cs-i.brandeis.edu:8181/data/all/128904.pdf,,,,,,,
1349,http://tarski.cs-i.brandeis.edu:8181/data/all/1349.pdf,,,,,,,
29485,http://tarski.cs-i.brandeis.edu:8181/data/all/29485.pdf,,,,,,,
12324,http://tarski.cs-i.brandeis.edu:8181/data/all/12324.pdf,,,,,,,
29398,http://tarski.cs-i.brandeis.edu:8181/data/all/29398.pdf,,,,,,,
133221,http://tarski.cs-i.brandeis.edu:8181/data/all/133221.pdf,,,,,,,
44786,http://tarski.cs-i.brandeis.edu:8181/data/all/44786.pdf,,,,,,,
263227,http://tarski.cs-i.brandeis.edu:8181/data/all/263227.pdf,,,,,,,
38867,http://tarski.cs-i.brandeis.edu:8181/data/all/38867.pdf,,,,,,,
123,http://tarski.cs-i.brandeis.edu:8181/data/all/123.pdf,,,,,,,
7309,http://tarski.cs-i.brandeis.edu:8181/data/all/7309.pdf,,,,,,,
1521,http://tarski.cs-i.brandeis.edu:8181/data/all/1521.pdf,,,,,,,
7548,http://tarski.cs-i.brandeis.edu:8181/data/all/7548.pdf,,,,,,,
137178,http://tarski.cs-i.brandeis.edu:8181/data/all/137178.pdf,,,,,,,
29276,http://tarski.cs-i.brandeis.edu:8181/data/all/29276.pdf,,,,,,,
12717,http://tarski.cs-i.brandeis.edu:8181/data/all/12717.pdf,,,,,,,
162043,http://tarski.cs-i.brandeis.edu:8181/data/all/162043.pdf,,,,,,,
6451,http://tarski.cs-i.brandeis.edu:8181/data/all/6451.pdf,,,,,,,
12461,http://tarski.cs-i.brandeis.edu:8181/data/all/12461.pdf,,,,,,,
41243,http://tarski.cs-i.brandeis.edu:8181/data/all/41243.pdf,,,,,,,
4555,http://tarski.cs-i.brandeis.edu:8181/data/all/4555.pdf,,,,,,,
32444,http://tarski.cs-i.brandeis.edu:8181/data/all/32444.pdf,,,,,,,
17570,http://tarski.cs-i.brandeis.edu:8181/data/all/17570.pdf,,,,,,,
2502,http://tarski.cs-i.brandeis.edu:8181/data/all/2502.pdf,,,,,,,
1264,http://tarski.cs-i.brandeis.edu:8181/data/all/1264.pdf,,,,,,,
34146,http://tarski.cs-i.brandeis.edu:8181/data/all/34146.pdf,,,,,,,
5505,http://tarski.cs-i.brandeis.edu:8181/data/all/5505.pdf,,,,,,,
146678,http://tarski.cs-i.brandeis.edu:8181/data/all/146678.pdf,,,,,,,
276160,http://tarski.cs-i.brandeis.edu:8181/data/all/276160.pdf,,,,,,,
6277,http://tarski.cs-i.brandeis.edu:8181/data/all/6277.pdf,,,,,,,
136135,http://tarski.cs-i.brandeis.edu:8181/data/all/136135.pdf,,,,,,,
356,http://tarski.cs-i.brandeis.edu:8181/data/all/356.pdf,,,,,,,
12514,http://tarski.cs-i.brandeis.edu:8181/data/all/12514.pdf,,,,,,,
30311,http://tarski.cs-i.brandeis.edu:8181/data/all/30311.pdf,,,,,,,
12177,http://tarski.cs-i.brandeis.edu:8181/data/all/12177.pdf,,,,,,,
3190,http://tarski.cs-i.brandeis.edu:8181/data/all/3190.pdf,,,,,,,
311895,http://tarski.cs-i.brandeis.edu:8181/data/all/311895.pdf,,,,,,,
22045,http://tarski.cs-i.brandeis.edu:8181/data/all/22045.pdf,,,,,,,
40,http://tarski.cs-i.brandeis.edu:8181/data/all/40.pdf,,,,,,,
244,http://tarski.cs-i.brandeis.edu:8181/data/all/244.pdf,,,,,,,
308240,http://tarski.cs-i.brandeis.edu:8181/data/all/308240.pdf,,,,,,,
282804,http://tarski.cs-i.brandeis.edu:8181/data/all/282804.pdf,,,,,,,
18520,http://tarski.cs-i.brandeis.edu:8181/data/all/18520.pdf,,,,,,,
32976,http://tarski.cs-i.brandeis.edu:8181/data/all/32976.pdf,,,,,,,
2662,http://tarski.cs-i.brandeis.edu:8181/data/all/2662.pdf,,,,,,,
7991,http://tarski.cs-i.brandeis.edu:8181/data/all/7991.pdf,,,,,,,
2589,http://tarski.cs-i.brandeis.edu:8181/data/all/2589.pdf,,,,,,,
6343,http://tarski.cs-i.brandeis.edu:8181/data/all/6343.pdf,,,,,,,
255628,http://tarski.cs-i.brandeis.edu:8181/data/all/255628.pdf,,,,,,,
21774,http://tarski.cs-i.brandeis.edu:8181/data/all/21774.pdf,,,,,,,
131494,http://tarski.cs-i.brandeis.edu:8181/data/all/131494.pdf,,,,,,,
2421,http://tarski.cs-i.brandeis.edu:8181/data/all/2421.pdf,,,,,,,
193,http://tarski.cs-i.brandeis.edu:8181/data/all/193.pdf,,,,,,,
27509,http://tarski.cs-i.brandeis.edu:8181/data/all/27509.pdf,,,,,,,
2213,http://tarski.cs-i.brandeis.edu:8181/data/all/2213.pdf,,,,,,,
8538,http://tarski.cs-i.brandeis.edu:8181/data/all/8538.pdf,,,,,,,
319865,http://tarski.cs-i.brandeis.edu:8181/data/all/319865.pdf,,,,,,,
146848,http://tarski.cs-i.brandeis.edu:8181/data/all/146848.pdf,,,,,,,
262321,http://tarski.cs-i.brandeis.edu:8181/data/all/262321.pdf,,,,,,,
4044,http://tarski.cs-i.brandeis.edu:8181/data/all/4044.pdf,,,,,,,
313412,http://tarski.cs-i.brandeis.edu:8181/data/all/313412.pdf,,,,,,,
312015,http://tarski.cs-i.brandeis.edu:8181/data/all/312015.pdf,,,,,,,
6571,http://tarski.cs-i.brandeis.edu:8181/data/all/6571.pdf,,,,,,,
18201,http://tarski.cs-i.brandeis.edu:8181/data/all/18201.pdf,,,,,,,
325,http://tarski.cs-i.brandeis.edu:8181/data/all/325.pdf,,,,,,,
20852,http://tarski.cs-i.brandeis.edu:8181/data/all/20852.pdf,,,,,,,
6298,http://tarski.cs-i.brandeis.edu:8181/data/all/6298.pdf,,,,,,,
38342,http://tarski.cs-i.brandeis.edu:8181/data/all/38342.pdf,,,,,,,
329980,http://tarski.cs-i.brandeis.edu:8181/data/all/329980.pdf,,,,,,,
40784,http://tarski.cs-i.brandeis.edu:8181/data/all/40784.pdf,,,,,,,
11424,http://tarski.cs-i.brandeis.edu:8181/data/all/11424.pdf,,,,,,,
312121,http://tarski.cs-i.brandeis.edu:8181/data/all/312121.pdf,,,,,,,
159,http://tarski.cs-i.brandeis.edu:8181/data/all/159.pdf,,,,,,,
2845,http://tarski.cs-i.brandeis.edu:8181/data/all/2845.pdf,,,,,,,
870,http://tarski.cs-i.brandeis.edu:8181/data/all/870.pdf,,,,,,,
263496,http://tarski.cs-i.brandeis.edu:8181/data/all/263496.pdf,,,,,,,
4858,http://tarski.cs-i.brandeis.edu:8181/data/all/4858.pdf,,,,,,,
3636,http://tarski.cs-i.brandeis.edu:8181/data/all/3636.pdf,,,,,,,
11261,http://tarski.cs-i.brandeis.edu:8181/data/all/11261.pdf,,,,,,,
19712,http://tarski.cs-i.brandeis.edu:8181/data/all/19712.pdf,,,,,,,
1022,http://tarski.cs-i.brandeis.edu:8181/data/all/1022.pdf,,,,,,,
4458,http://tarski.cs-i.brandeis.edu:8181/data/all/4458.pdf,,,,,,,
295674,http://tarski.cs-i.brandeis.edu:8181/data/all/295674.pdf,,,,,,,
262708,http://tarski.cs-i.brandeis.edu:8181/data/all/262708.pdf,,,,,,,
791,http://tarski.cs-i.brandeis.edu:8181/data/all/791.pdf,,,,,,,
299972,http://tarski.cs-i.brandeis.edu:8181/data/all/299972.pdf,,,,,,,
4873,http://tarski.cs-i.brandeis.edu:8181/data/all/4873.pdf,,,,,,,
309320,http://tarski.cs-i.brandeis.edu:8181/data/all/309320.pdf,,,,,,,
10602,http://tarski.cs-i.brandeis.edu:8181/data/all/10602.pdf,,,,,,,
2351,http://tarski.cs-i.brandeis.edu:8181/data/all/2351.pdf,,,,,,,
34709,http://tarski.cs-i.brandeis.edu:8181/data/all/34709.pdf,,,,,,,
318290,http://tarski.cs-i.brandeis.edu:8181/data/all/318290.pdf,,,,,,,
36419,http://tarski.cs-i.brandeis.edu:8181/data/all/36419.pdf,,,,,,,
301495,http://tarski.cs-i.brandeis.edu:8181/data/all/301495.pdf,,,,,,,
